Gun_Vac, Gun_Cross, SRF_Cavity_Vac, HE_Sraight_Vac, Insulating_Vac, E_Station_Vac, BH_OC_Temp, DBA_Pipe_Temp, Cu_Gun_Temp, HE_Straight_Col, DBA_Dump_CHWR, DBA_Dump_CHWS, Tuner_Plate_Temp, Gate_Valve_Downstream_Temp, Gate_Valve_Upstream_Temp, Loop_Bypass_CHWS, Loop_Bypass_CHWR, DBA_Coupler, Coupler_Shoulder, Solenoid_4_Temp, Solenoid_5_Temp
1585902773288.026, 638.1096639144087, 638.1506985862143, 638.19173325802, 638.2327679298257, 638.5200106324655, 638.6020799760769, 30101.019243654267, 30105.019243654267, 30103.019243654267, 30111.019243654267, 30311.019243654267, 30309.019243654267, 30109.019243654267, 30267.019243654267, 30263.019243654267, 30297.019243654267, 30299.019243654267, 30261.019243654267, 30211.019243654267, 30269.019243654267, 30271.019243654267
1585902773546.2224, 640.6931038492847, 640.734304653365, 640.7755054574452, 640.8167062615254, 641.1051118900868, 641.1875134982473, 30101.0193215638, 30105.0193215638, 30103.0193215638, 30111.0193215638, 30311.0193215638, 30309.0193215638, 30109.0193215638, 30267.0193215638, 30263.0193215638, 30297.0193215638, 30299.0193215638, 30261.0193215638, 30211.0193215638, 30269.0193215638, 30271.0193215638
1585902773809.692, 643.2765437841609, 643.3179107205157, 643.3592776568704, 643.4006445932251, 643.6902131477082, 643.7729470204176, 30101.01939947333, 30105.01939947333, 30103.01939947333, 30111.01939947333, 30311.01939947333, 30309.01939947333, 30109.01939947333, 30267.01939947333, 30263.01939947333, 30297.01939947333, 30299.01939947333, 30261.01939947333, 30211.01939947333, 30269.01939947333, 30271.01939947333
1585902774067.4368, 645.8599837190371, 645.9015167876663, 645.9430498562956, 645.9845829249248, 646.2753144053295, 646.358380542588, 30101.019477382863, 30105.019477382863, 30103.019477382863, 30111.019477382863, 30311.019477382863, 30309.019477382863, 30109.019477382863, 30267.019477382863, 30263.019477382863, 30297.019477382863, 30299.019477382863, 30261.019477382863, 30211.019477382863, 30269.019477382863, 30271.019477382863
1585902774339.2065, 648.4434236539132, 648.485122854817, 648.5268220557208, 648.5685212566245, 648.8604156629508, 648.9438140647584, 30101.019555292394, 30105.019555292394, 30103.019555292394, 30111.019555292394, 30311.019555292394, 30309.019555292394, 30109.019555292394, 30267.019555292394, 30263.019555292394, 30297.019555292394, 30299.019555292394, 30261.019555292394, 30211.019555292394, 30269.019555292394, 30271.019555292394
1585902774605.534, 651.0268635887894, 651.0687289219677, 651.1105942551459, 651.1524595883242, 651.4455169205721, 651.5292475869287, 30101.019633201926, 30105.019633201926, 30103.019633201926, 30111.019633201926, 30311.019633201926, 30309.019633201926, 30109.019633201926, 30267.019633201926, 30263.019633201926, 30297.019633201926, 30299.019633201926, 30261.019633201926, 30211.019633201926, 30269.019633201926, 30271.019633201926
1585902774865.6914, 653.6103035236655, 653.6523349891183, 653.6943664545711, 653.7363979200239, 654.0306181781934, 654.114681109099, 30101.019711111458, 30105.019711111458, 30103.019711111458, 30111.019711111458, 30311.019711111458, 30309.019711111458, 30109.019711111458, 30267.019711111458, 30263.019711111458, 30297.019711111458, 30299.019711111458, 30261.019711111458, 30211.019711111458, 30269.019711111458, 30271.019711111458
1585902775119.8271, 656.1937434585417, 656.235941056269, 656.2781386539963, 656.3203362517236, 656.6157194358148, 656.7001146312693, 30101.01978902099, 30105.01978902099, 30103.01978902099, 30111.01978902099, 30311.01978902099, 30309.01978902099, 30109.01978902099, 30267.01978902099, 30263.01978902099, 30297.01978902099, 30299.01978902099, 30261.01978902099, 30211.01978902099, 30269.01978902099, 30271.01978902099
1585902775393.2703, 658.7771833934178, 658.8195471234196, 658.8619108534215, 658.9042745834233, 659.2008206934361, 659.2855481534398, 30101.01986693052, 30105.01986693052, 30103.01986693052, 30111.01986693052, 30311.01986693052, 30309.01986693052, 30109.01986693052, 30267.01986693052, 30263.01986693052, 30297.01986693052, 30299.01986693052, 30261.01986693052, 30211.01986693052, 30269.01986693052, 30271.01986693052
1585902775652.2485, 661.360623328294, 661.4031531905703, 661.4456830528467, 661.488212915123, 661.7859219510574, 661.8709816756101, 30101.019944840053, 30105.019944840053, 30103.019944840053, 30111.019944840053, 30311.019944840053, 30309.019944840053, 30109.019944840053, 30267.019944840053, 30263.019944840053, 30297.019944840053, 30299.019944840053, 30261.019944840053, 30211.019944840053, 30269.019944840053, 30271.019944840053
1585902775904.067, 663.9440632631702, 663.986759257721, 664.0294552522719, 664.0721512468227, 664.3710232086787, 664.4564151977804, 30101.020022749584, 30105.020022749584, 30103.020022749584, 30111.020022749584, 30311.020022749584, 30309.020022749584, 30109.020022749584, 30267.020022749584, 30263.020022749584, 30297.020022749584, 30299.020022749584, 30261.020022749584, 30211.020022749584, 30269.020022749584, 30271.020022749584
1585902776162.956, 666.5275031980462, 666.5703653248717, 666.6132274516971, 666.6560895785224, 666.9561244663, 667.0418487199508, 30101.020100659116, 30105.020100659116, 30103.020100659116, 30111.020100659116, 30311.020100659116, 30309.020100659116, 30109.020100659116, 30267.020100659116, 30263.020100659116, 30297.020100659116, 30299.020100659116, 30261.020100659116, 30211.020100659116, 30269.020100659116, 30271.020100659116
1585902776430.284, 669.1109431329224, 669.1539713920223, 669.1969996511222, 669.2400279102221, 669.5412257239213, 669.6272822421212, 30101.020178568648, 30105.020178568648, 30103.020178568648, 30111.020178568648, 30311.020178568648, 30309.020178568648, 30109.020178568648, 30267.020178568648, 30263.020178568648, 30297.020178568648, 30299.020178568648, 30261.020178568648, 30211.020178568648, 30269.020178568648, 30271.020178568648
1585902776697.436, 671.6943830677985, 671.7375774591729, 671.7807718505474, 671.8239662419218, 672.1263269815427, 672.2127157642915, 30101.020256478176, 30105.020256478176, 30103.020256478176, 30111.020256478176, 30311.020256478176, 30309.020256478176, 30109.020256478176, 30267.020256478176, 30263.020256478176, 30297.020256478176, 30299.020256478176, 30261.020256478176, 30211.020256478176, 30269.020256478176, 30271.020256478176
1585902776962.1375, 674.2778230026747, 674.3211835263237, 674.3645440499726, 674.4079045736215, 674.711428239164, 674.7981492864618, 30101.020334387707, 30105.020334387707, 30103.020334387707, 30111.020334387707, 30311.020334387707, 30309.020334387707, 30109.020334387707, 30267.020334387707, 30263.020334387707, 30297.020334387707, 30299.020334387707, 30261.020334387707, 30211.020334387707, 30269.020334387707, 30271.020334387707
1585902777223.7407, 676.8612629375508, 676.9047895934743, 676.9483162493977, 676.9918429053212, 677.2965294967853, 677.3835828086322, 30101.02041229724, 30105.02041229724, 30103.02041229724, 30111.02041229724, 30311.02041229724, 30309.02041229724, 30109.02041229724, 30267.02041229724, 30263.02041229724, 30297.02041229724, 30299.02041229724, 30261.02041229724, 30211.02041229724, 30269.02041229724, 30271.02041229724
1585902777496.0623, 679.444702872427, 679.488395660625, 679.532088448823, 679.5757812370209, 679.8816307544066, 679.9690163308026, 30101.02049020677, 30105.02049020677, 30103.02049020677, 30111.02049020677, 30311.02049020677, 30309.02049020677, 30109.02049020677, 30267.02049020677, 30263.02049020677, 30297.02049020677, 30299.02049020677, 30261.02049020677, 30211.02049020677, 30269.02049020677, 30271.02049020677
1585902777756.4998, 682.0281428073032, 682.0720017277756, 682.1158606482481, 682.1597195687206, 682.4667320120279, 682.5544498529729, 30101.020568116302, 30105.020568116302, 30103.020568116302, 30111.020568116302, 30311.020568116302, 30309.020568116302, 30109.020568116302, 30267.020568116302, 30263.020568116302, 30297.020568116302, 30299.020568116302, 30261.020568116302, 30211.020568116302, 30269.020568116302, 30271.020568116302
1585902778045.193, 684.6115827421793, 684.6556077949263, 684.6996328476733, 684.7436579004203, 685.0518332696493, 685.1398833751433, 30101.020646025834, 30105.020646025834, 30103.020646025834, 30111.020646025834, 30311.020646025834, 30309.020646025834, 30109.020646025834, 30267.020646025834, 30263.020646025834, 30297.020646025834, 30299.020646025834, 30261.020646025834, 30211.020646025834, 30269.020646025834, 30271.020646025834
1585902778319.3047, 687.1950226770555, 687.239213862077, 687.2834050470984, 687.32759623212, 687.6369345272706, 687.7253168973136, 30101.020723935366, 30105.020723935366, 30103.020723935366, 30111.020723935366, 30311.020723935366, 30309.020723935366, 30109.020723935366, 30267.020723935366, 30263.020723935366, 30297.020723935366, 30299.020723935366, 30261.020723935366, 30211.020723935366, 30269.020723935366, 30271.020723935366
1585902778587.9407, 689.7784626119316, 689.8228199292276, 689.8671772465236, 689.9115345638197, 690.2220357848919, 690.310750419484, 30101.020801844898, 30105.020801844898, 30103.020801844898, 30111.020801844898, 30311.020801844898, 30309.020801844898, 30109.020801844898, 30267.020801844898, 30263.020801844898, 30297.020801844898, 30299.020801844898, 30261.020801844898, 30211.020801844898, 30269.020801844898, 30271.020801844898
1585902778857.39, 692.3619025468078, 692.4064259963783, 692.4509494459488, 692.4954728955194, 692.8071370425132, 692.8961839416543, 30101.02087975443, 30105.02087975443, 30103.02087975443, 30111.02087975443, 30311.02087975443, 30309.02087975443, 30109.02087975443, 30267.02087975443, 30263.02087975443, 30297.02087975443, 30299.02087975443, 30261.02087975443, 30211.02087975443, 30269.02087975443, 30271.02087975443
1585902779119.7556, 694.945342481684, 694.9900320635289, 695.034721645374, 695.0794112272191, 695.3922383001345, 695.4816174638247, 30101.02095766396, 30105.02095766396, 30103.02095766396, 30111.02095766396, 30311.02095766396, 30309.02095766396, 30109.02095766396, 30267.02095766396, 30263.02095766396, 30297.02095766396, 30299.02095766396, 30261.02095766396, 30211.02095766396, 30269.02095766396, 30271.02095766396
1585902779378.95, 697.52878241656, 697.5736381306796, 697.6184938447992, 697.6633495589188, 697.9773395577558, 698.067050985995, 30101.021035573493, 30105.021035573493, 30103.021035573493, 30111.021035573493, 30311.021035573493, 30309.021035573493, 30109.021035573493, 30267.021035573493, 30263.021035573493, 30297.021035573493, 30299.021035573493, 30261.021035573493, 30211.021035573493, 30269.021035573493, 30271.021035573493
1585902779630.1716, 700.1122223514362, 700.1572441978303, 700.2022660442244, 700.2472878906185, 700.5624408153772, 700.6524845081653, 30101.021113483024, 30105.021113483024, 30103.021113483024, 30111.021113483024, 30311.021113483024, 30309.021113483024, 30109.021113483024, 30267.021113483024, 30263.021113483024, 30297.021113483024, 30299.021113483024, 30261.021113483024, 30211.021113483024, 30269.021113483024, 30271.021113483024
1585902779897.4248, 702.6956622863123, 702.740850264981, 702.7860382436496, 702.8312262223182, 703.1475420729985, 703.2379180303358, 30101.021191392556, 30105.021191392556, 30103.021191392556, 30111.021191392556, 30311.021191392556, 30309.021191392556, 30109.021191392556, 30267.021191392556, 30263.021191392556, 30297.021191392556, 30299.021191392556, 30261.021191392556, 30211.021191392556, 30269.021191392556, 30271.021191392556
1585902780172.5842, 705.2791022211885, 705.3244563321316, 705.3698104430747, 705.4151645540179, 705.7326433306198, 705.8233515525061, 30101.021269302088, 30105.021269302088, 30103.021269302088, 30111.021269302088, 30311.021269302088, 30309.021269302088, 30109.021269302088, 30267.021269302088, 30263.021269302088, 30297.021269302088, 30299.021269302088, 30261.021269302088, 30211.021269302088, 30269.021269302088, 30271.021269302088
1585902780430.8328, 707.8625421560646, 707.9080623992822, 707.9535826424999, 707.9991028857175, 708.3177445882411, 708.4087850746764, 30101.02134721162, 30105.02134721162, 30103.02134721162, 30111.02134721162, 30311.02134721162, 30309.02134721162, 30109.02134721162, 30267.02134721162, 30263.02134721162, 30297.02134721162, 30299.02134721162, 30261.02134721162, 30211.02134721162, 30269.02134721162, 30271.02134721162
1585902780685.1533, 710.4459820909408, 710.491668466433, 710.5373548419251, 710.5830412174173, 710.9028458458624, 710.9942185968467, 30101.02142512115, 30105.02142512115, 30103.02142512115, 30111.02142512115, 30311.02142512115, 30309.02142512115, 30109.02142512115, 30267.02142512115, 30263.02142512115, 30297.02142512115, 30299.02142512115, 30261.02142512115, 30211.02142512115, 30269.02142512115, 30271.02142512115
1585902780944.6404, 713.029422025817, 713.0752745335836, 713.1211270413503, 713.166979549117, 713.4879471034837, 713.5796521190172, 30101.02150303068, 30105.02150303068, 30103.02150303068, 30111.02150303068, 30311.02150303068, 30309.02150303068, 30109.02150303068, 30267.02150303068, 30263.02150303068, 30297.02150303068, 30299.02150303068, 30261.02150303068, 30211.02150303068, 30269.02150303068, 30271.02150303068
1585902781207.9087, 715.6128619606931, 715.6588806007343, 715.7048992407755, 715.7509178808167, 716.0730483611051, 716.1650856411875, 30101.02158094021, 30105.02158094021, 30103.02158094021, 30111.02158094021, 30311.02158094021, 30309.02158094021, 30109.02158094021, 30267.02158094021, 30263.02158094021, 30297.02158094021, 30299.02158094021, 30261.02158094021, 30211.02158094021, 30269.02158094021, 30271.02158094021
1585902781476.1084, 718.1963018955693, 718.2424866678849, 718.2886714402007, 718.3348562125163, 718.6581496187264, 718.7505191633578, 30101.021658849742, 30105.021658849742, 30103.021658849742, 30111.021658849742, 30311.021658849742, 30309.021658849742, 30109.021658849742, 30267.021658849742, 30263.021658849742, 30297.021658849742, 30299.021658849742, 30261.021658849742, 30211.021658849742, 30269.021658849742, 30271.021658849742
1585902781739.4604, 720.7797418304453, 720.8260927350356, 720.8724436396259, 720.9187945442161, 721.2432508763477, 721.3359526855282, 30101.021736759274, 30105.021736759274, 30103.021736759274, 30111.021736759274, 30311.021736759274, 30309.021736759274, 30109.021736759274, 30267.021736759274, 30263.021736759274, 30297.021736759274, 30299.021736759274, 30261.021736759274, 30211.021736759274, 30269.021736759274, 30271.021736759274
1585902782007.7444, 723.3631817653215, 723.4096988021863, 723.4562158390511, 723.5027328759157, 723.828352133969, 723.9213862076986, 30101.021814668806, 30105.021814668806, 30103.021814668806, 30111.021814668806, 30311.021814668806, 30309.021814668806, 30109.021814668806, 30267.021814668806, 30263.021814668806, 30297.021814668806, 30299.021814668806, 30261.021814668806, 30211.021814668806, 30269.021814668806, 30271.021814668806
1585902782268.2275, 725.9466217001976, 725.993304869337, 726.0399880384762, 726.0866712076155, 726.4134533915903, 726.5068197298689, 30101.021892578337, 30105.021892578337, 30103.021892578337, 30111.021892578337, 30311.021892578337, 30309.021892578337, 30109.021892578337, 30267.021892578337, 30263.021892578337, 30297.021892578337, 30299.021892578337, 30261.021892578337, 30211.021892578337, 30269.021892578337, 30271.021892578337
1585902782536.0728, 728.5300616350738, 728.5769109364876, 728.6237602379014, 728.6706095393151, 728.9985546492117, 729.0922532520392, 30101.02197048787, 30105.02197048787, 30103.02197048787, 30111.02197048787, 30311.02197048787, 30309.02197048787, 30109.02197048787, 30267.02197048787, 30263.02197048787, 30297.02197048787, 30299.02197048787, 30261.02197048787, 30211.02197048787, 30269.02197048787, 30271.02197048787
1585902782794.7732, 731.11350156995, 731.1605170036382, 731.2075324373266, 731.2545478710149, 731.583655906833, 731.6776867742096, 30101.0220483974, 30105.0220483974, 30103.0220483974, 30111.0220483974, 30311.0220483974, 30309.0220483974, 30109.0220483974, 30267.0220483974, 30263.0220483974, 30297.0220483974, 30299.0220483974, 30261.0220483974, 30211.0220483974, 30269.0220483974, 30271.0220483974
1585902783061.1572, 733.6969415048261, 733.744123070789, 733.7913046367518, 733.8384862027145, 734.1687571644543, 734.26312029638, 30101.022126306932, 30105.022126306932, 30103.022126306932, 30111.022126306932, 30311.022126306932, 30309.022126306932, 30109.022126306932, 30267.022126306932, 30263.022126306932, 30297.022126306932, 30299.022126306932, 30261.022126306932, 30211.022126306932, 30269.022126306932, 30271.022126306932
1585902783312.095, 736.2803814397023, 736.3277291379396, 736.375076836177, 736.4224245344143, 736.7538584220756, 736.8485538185503, 30101.022204216464, 30105.022204216464, 30103.022204216464, 30111.022204216464, 30311.022204216464, 30309.022204216464, 30109.022204216464, 30267.022204216464, 30263.022204216464, 30297.022204216464, 30299.022204216464, 30261.022204216464, 30211.022204216464, 30269.022204216464, 30271.022204216464
1585902783586.207, 738.8638213745784, 738.9113352050903, 738.9588490356022, 739.0063628661139, 739.3389596796969, 739.4339873407207, 30101.022282125996, 30105.022282125996, 30103.022282125996, 30111.022282125996, 30311.022282125996, 30309.022282125996, 30109.022282125996, 30267.022282125996, 30263.022282125996, 30297.022282125996, 30299.022282125996, 30261.022282125996, 30211.022282125996, 30269.022282125996, 30271.022282125996
1585902783846.847, 741.4472613094546, 741.4949412722409, 741.5426212350274, 741.5903011978137, 741.9240609373182, 742.019420862891, 30101.022360035528, 30105.022360035528, 30103.022360035528, 30111.022360035528, 30311.022360035528, 30309.022360035528, 30109.022360035528, 30267.022360035528, 30263.022360035528, 30297.022360035528, 30299.022360035528, 30261.022360035528, 30211.022360035528, 30269.022360035528, 30271.022360035528
1585902784105.467, 744.0307012443307, 744.0785473393915, 744.1263934344524, 744.1742395295133, 744.5091621949396, 744.6048543850613, 30101.02243794506, 30105.02243794506, 30103.02243794506, 30111.02243794506, 30311.02243794506, 30309.02243794506, 30109.02243794506, 30267.02243794506, 30263.02243794506, 30297.02243794506, 30299.02243794506, 30261.02243794506, 30211.02243794506, 30269.02243794506, 30271.02243794506
1585902784367.1267, 746.6141411792069, 746.6621534065423, 746.7101656338776, 746.7581778612131, 747.0942634525609, 747.1902879072317, 30101.02251585459, 30105.02251585459, 30103.02251585459, 30111.02251585459, 30311.02251585459, 30309.02251585459, 30109.02251585459, 30267.02251585459, 30263.02251585459, 30297.02251585459, 30299.02251585459, 30261.02251585459, 30211.02251585459, 30269.02251585459, 30271.02251585459
1585902784642.3757, 749.197581114083, 749.2457594736929, 749.2939378333028, 749.3421161929127, 749.6793647101822, 749.7757214294021, 30101.022593764123, 30105.022593764123, 30103.022593764123, 30111.022593764123, 30311.022593764123, 30309.022593764123, 30109.022593764123, 30267.022593764123, 30263.022593764123, 30297.022593764123, 30299.022593764123, 30261.022593764123, 30211.022593764123, 30269.022593764123, 30271.022593764123
1585902784912.4612, 751.7810210489591, 751.8293655408436, 751.877710032728, 751.9260545246125, 752.2644659678035, 752.3611549515724, 30101.022671673654, 30105.022671673654, 30103.022671673654, 30111.022671673654, 30311.022671673654, 30309.022671673654, 30109.022671673654, 30267.022671673654, 30263.022671673654, 30297.022671673654, 30299.022671673654, 30261.022671673654, 30211.022671673654, 30269.022671673654, 30271.022671673654
1585902785180.1677, 754.3644609838353, 754.4129716079942, 754.4614822321532, 754.5099928563121, 754.8495672254248, 754.9465884737427, 30101.022749583182, 30105.022749583182, 30103.022749583182, 30111.022749583182, 30311.022749583182, 30309.022749583182, 30109.022749583182, 30267.022749583182, 30263.022749583182, 30297.022749583182, 30299.022749583182, 30261.022749583182, 30211.022749583182, 30269.022749583182, 30271.022749583182
1585902785437.6902, 756.9479009187114, 756.996577675145, 757.0452544315784, 757.0939311880119, 757.4346684830462, 757.5320219959132, 30101.022827492714, 30105.022827492714, 30103.022827492714, 30111.022827492714, 30311.022827492714, 30309.022827492714, 30109.022827492714, 30267.022827492714, 30263.022827492714, 30297.022827492714, 30299.022827492714, 30261.022827492714, 30211.022827492714, 30269.022827492714, 30271.022827492714
1585902785689.121, 759.5313408535876, 759.5801837422956, 759.6290266310036, 759.6778695197115, 760.0197697406675, 760.1174555180835, 30101.022905402246, 30105.022905402246, 30103.022905402246, 30111.022905402246, 30311.022905402246, 30309.022905402246, 30109.022905402246, 30267.022905402246, 30263.022905402246, 30297.022905402246, 30299.022905402246, 30261.022905402246, 30211.022905402246, 30269.022905402246, 30271.022905402246
1585902785954.9712, 762.1147807884638, 762.1637898094463, 762.2127988304287, 762.2618078514113, 762.6048709982888, 762.7028890402538, 30101.022983311777, 30105.022983311777, 30103.022983311777, 30111.022983311777, 30311.022983311777, 30309.022983311777, 30109.022983311777, 30267.022983311777, 30263.022983311777, 30297.022983311777, 30299.022983311777, 30261.022983311777, 30211.022983311777, 30269.022983311777, 30271.022983311777
1585902786215.854, 764.6982207233399, 764.7473958765969, 764.7965710298539, 764.8457461831109, 765.1899722559101, 765.2883225624241, 30101.02306122131, 30105.02306122131, 30103.02306122131, 30111.02306122131, 30311.02306122131, 30309.02306122131, 30109.02306122131, 30267.02306122131, 30263.02306122131, 30297.02306122131, 30299.02306122131, 30261.02306122131, 30211.02306122131, 30269.02306122131, 30271.02306122131
1585902786477.571, 767.2816606582161, 767.3310019437475, 767.3803432292791, 767.4296845148107, 767.7750735135314, 767.8737560845946, 30101.02313913084, 30105.02313913084, 30103.02313913084, 30111.02313913084, 30311.02313913084, 30309.02313913084, 30109.02313913084, 30267.02313913084, 30263.02313913084, 30297.02313913084, 30299.02313913084, 30261.02313913084, 30211.02313913084, 30269.02313913084, 30271.02313913084
1585902786734.7764, 769.8651005930922, 769.9146080108983, 769.9641154287043, 770.0136228465103, 770.3601747711527, 770.4591896067649, 30101.023217040372, 30105.023217040372, 30103.023217040372, 30111.023217040372, 30311.023217040372, 30309.023217040372, 30109.023217040372, 30267.023217040372, 30263.023217040372, 30297.023217040372, 30299.023217040372, 30261.023217040372, 30211.023217040372, 30269.023217040372, 30271.023217040372
1585902786991.0125, 772.4485405279684, 772.4982140780489, 772.5478876281295, 772.5975611782101, 772.9452760287741, 773.0446231289352, 30101.023294949904, 30105.023294949904, 30103.023294949904, 30111.023294949904, 30311.023294949904, 30309.023294949904, 30109.023294949904, 30267.023294949904, 30263.023294949904, 30297.023294949904, 30299.023294949904, 30261.023294949904, 30211.023294949904, 30269.023294949904, 30271.023294949904
1585902787260.881, 775.0319804628444, 775.0818201451996, 775.1316598275547, 775.1814995099097, 775.5303772863954, 775.6300566511056, 30101.023372859436, 30105.023372859436, 30103.023372859436, 30111.023372859436, 30311.023372859436, 30309.023372859436, 30109.023372859436, 30267.023372859436, 30263.023372859436, 30297.023372859436, 30299.023372859436, 30261.023372859436, 30211.023372859436, 30269.023372859436, 30271.023372859436
1585902787517.2554, 777.6154203977206, 777.6654262123502, 777.7154320269799, 777.7654378416095, 778.1154785440167, 778.215490173276, 30101.023450768967, 30105.023450768967, 30103.023450768967, 30111.023450768967, 30311.023450768967, 30309.023450768967, 30109.023450768967, 30267.023450768967, 30263.023450768967, 30297.023450768967, 30299.023450768967, 30261.023450768967, 30211.023450768967, 30269.023450768967, 30271.023450768967
1585902787789.3445, 780.1988603325968, 780.249032279501, 780.2992042264051, 780.3493761733091, 780.700579801638, 780.8009236954463, 30101.0235286785, 30105.0235286785, 30103.0235286785, 30111.0235286785, 30311.0235286785, 30309.0235286785, 30109.0235286785, 30267.0235286785, 30263.0235286785, 30297.0235286785, 30299.0235286785, 30261.0235286785, 30211.0235286785, 30269.0235286785, 30271.0235286785
1585902788054.0513, 782.7823002674729, 782.8326383466516, 782.8829764258302, 782.9333145050089, 783.2856810592593, 783.3863572176166, 30101.02360658803, 30105.02360658803, 30103.02360658803, 30111.02360658803, 30311.02360658803, 30309.02360658803, 30109.02360658803, 30267.02360658803, 30263.02360658803, 30297.02360658803, 30299.02360658803, 30261.02360658803, 30211.02360658803, 30269.02360658803, 30271.02360658803
1585902788324.0598, 785.3657402023491, 785.4162444138022, 785.4667486252554, 785.5172528367085, 785.8707823168806, 785.971790739787, 30101.023684497562, 30105.023684497562, 30103.023684497562, 30111.023684497562, 30311.023684497562, 30309.023684497562, 30109.023684497562, 30267.023684497562, 30263.023684497562, 30297.023684497562, 30299.023684497562, 30261.023684497562, 30211.023684497562, 30269.023684497562, 30271.023684497562
1585902788577.0176, 787.9491801372252, 787.9998504809529, 788.0505208246806, 788.1011911684083, 788.455883574502, 788.5572242619573, 30101.023762407094, 30105.023762407094, 30103.023762407094, 30111.023762407094, 30311.023762407094, 30309.023762407094, 30109.023762407094, 30267.023762407094, 30263.023762407094, 30297.023762407094, 30299.023762407094, 30261.023762407094, 30211.023762407094, 30269.023762407094, 30271.023762407094
1585902788831.267, 790.5326200721014, 790.5834565481035, 790.6342930241058, 790.685129500108, 791.0409848321233, 791.1426577841277, 30101.023840316626, 30105.023840316626, 30103.023840316626, 30111.023840316626, 30311.023840316626, 30309.023840316626, 30109.023840316626, 30267.023840316626, 30263.023840316626, 30297.023840316626, 30299.023840316626, 30261.023840316626, 30211.023840316626, 30269.023840316626, 30271.023840316626
1585902789100.0144, 793.1160600069775, 793.1670626152543, 793.218065223531, 793.2690678318077, 793.6260860897446, 793.7280913062981, 30101.023918226158, 30105.023918226158, 30103.023918226158, 30111.023918226158, 30311.023918226158, 30309.023918226158, 30109.023918226158, 30267.023918226158, 30263.023918226158, 30297.023918226158, 30299.023918226158, 30261.023918226158, 30211.023918226158, 30269.023918226158, 30271.023918226158
1585902789359.6614, 795.6994999418537, 795.7506686824049, 795.8018374229562, 795.8530061635074, 796.2111873473659, 796.3135248284684, 30101.023996135686, 30105.023996135686, 30103.023996135686, 30111.023996135686, 30311.023996135686, 30309.023996135686, 30109.023996135686, 30267.023996135686, 30263.023996135686, 30297.023996135686, 30299.023996135686, 30261.023996135686, 30211.023996135686, 30269.023996135686, 30271.023996135686
1585902789618.639, 798.2829398767299, 798.3342747495556, 798.3856096223814, 798.4369444952071, 798.7962886049872, 798.8989583506387, 30101.024074045217, 30105.024074045217, 30103.024074045217, 30111.024074045217, 30311.024074045217, 30309.024074045217, 30109.024074045217, 30267.024074045217, 30263.024074045217, 30297.024074045217, 30299.024074045217, 30261.024074045217, 30211.024074045217, 30269.024074045217, 30271.024074045217
1585902789884.5635, 800.866379811606, 800.9178808167062, 800.9693818218065, 801.0208828269068, 801.3813898626086, 801.484391872809, 30101.02415195475, 30105.02415195475, 30103.02415195475, 30111.02415195475, 30311.02415195475, 30309.02415195475, 30109.02415195475, 30267.02415195475, 30263.02415195475, 30297.02415195475, 30299.02415195475, 30261.02415195475, 30211.02415195475, 30269.02415195475, 30271.02415195475
1585902790154.8433, 803.4498197464821, 803.501486883857, 803.5531540212316, 803.6048211586065, 803.9664911202299, 804.0698253949795, 30101.02422986428, 30105.02422986428, 30103.02422986428, 30111.02422986428, 30311.02422986428, 30309.02422986428, 30109.02422986428, 30267.02422986428, 30263.02422986428, 30297.02422986428, 30299.02422986428, 30261.02422986428, 30211.02422986428, 30269.02422986428, 30271.02422986428
1585902790407.8318, 806.0332596813582, 806.0850929510076, 806.1369262206568, 806.1887594903062, 806.5515923778512, 806.6552589171498, 30101.024307773812, 30105.024307773812, 30103.024307773812, 30111.024307773812, 30311.024307773812, 30309.024307773812, 30109.024307773812, 30267.024307773812, 30263.024307773812, 30297.024307773812, 30299.024307773812, 30261.024307773812, 30211.024307773812, 30269.024307773812, 30271.024307773812
1585902790668.272, 808.6166996162344, 808.6686990181582, 808.720698420082, 808.7726978220059, 809.1366936354725, 809.2406924393201, 30101.024385683344, 30105.024385683344, 30103.024385683344, 30111.024385683344, 30311.024385683344, 30309.024385683344, 30109.024385683344, 30267.024385683344, 30263.024385683344, 30297.024385683344, 30299.024385683344, 30261.024385683344, 30211.024385683344, 30269.024385683344, 30271.024385683344
1585902790937.7493, 811.2001395511106, 811.2523050853089, 811.3044706195072, 811.3566361537056, 811.7217948930938, 811.8261259614906, 30101.024463592876, 30105.024463592876, 30103.024463592876, 30111.024463592876, 30311.024463592876, 30309.024463592876, 30109.024463592876, 30267.024463592876, 30263.024463592876, 30297.024463592876, 30299.024463592876, 30261.024463592876, 30211.024463592876, 30269.024463592876, 30271.024463592876
1585902791210.5889, 813.7835794859867, 813.8359111524595, 813.8882428189324, 813.9405744854053, 814.3068961507151, 814.4115594836609, 30101.024541502407, 30105.024541502407, 30103.024541502407, 30111.024541502407, 30311.024541502407, 30309.024541502407, 30109.024541502407, 30267.024541502407, 30263.024541502407, 30297.024541502407, 30299.024541502407, 30261.024541502407, 30211.024541502407, 30269.024541502407, 30271.024541502407
